ip,rdns,country,city,lat,lon,asn,isp
45.234.18.131,N/A,Brazil,São Miguel do Guamá,-1.5947,-47.5365,AS267336 RED SHOPPING INFORMATICA PARAGOMINAS LTDA,RED SHOPPING INFORMATICA PARAGOMINAS LTDA
45.230.206.11,N/A,Argentina,Resistencia,-27.4512,-58.9865,AS266743 GEO S.A.,GEO S.A.
38.51.210.212,212.210.51.38.in-addr.arpa,Venezuela,Maracaibo,10.6423,-71.6109,AS269730 TECNOVEN SERVICES CA,TECNOVEN SERVICES CA
36.73.189.60,N/A,Indonesia,Situbondo,-7.7088,114.0047,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
36.65.127.189,N/A,Indonesia,Surakarta,-7.5533,110.831,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
27.125.246.87,N/A,Malaysia,Puchong Batu Dua Belas,3.0732,101.6219,AS38466 U Mobile Sdn Bhd,U Mobile Sdn Bhd
2.191.163.100,N/A,Iran,Tehran,35.6824,51.4158,AS58224 Iran Telecommunication Company PJS,Iran Telecommunication Company PJS
202.165.90.23,N/A,Myanmar,Yangon,16.7964,96.1667,"AS136255 Telecom International Myanmar Co., Ltd","Telecom International Myanmar Co., Ltd"
200.80.180.215,215.180.80.200.dynamic.telmex.net.ar,Argentina,Rosario,-32.954,-60.6634,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
200.75.119.171,N/A,Venezuela,Caracas,10.4873,-66.8738,AS21826 Corporacion Telemic C.A.,Corporacion Telemic C.A.
195.242.214.102,no-rdns-yet.ohtele.com,United Kingdom,Unknown,51.4964,-0.1224,Unknown,Unknown
186.14.56.93,N/A,Venezuela,Maturín,9.7477,-63.1819,AS21826 Corporacion Telemic C.A.,Corporacion Telemic C.A.
186.1.175.153,N/A,Colombia,Santa Marta,11.2399,-74.1951,AS27837 Dialnet de Colombia S.A. E.S.P.,Dialnet de Colombia S.A. E.S.P.
154.41.187.249,N/A,Venezuela,Unknown,10.0,-72.1667,AS174 COGENT-174,COGENT-174
154.246.52.173,N/A,Algeria,Sétif,36.1665,5.4031,AS36947 Telecom Algeria,Telecom Algeria
103.247.23.155,ip-sub-23-155.wifian.id,Indonesia,Purbalingga,-7.3896,109.371,AS58485 WIFIAN,WIFIAN
103.180.113.177,bd-client-P0-H177.maxhub.net.bd,Bangladesh,Unknown,23.7018,90.3742,AS134562 DISCOVERY INTERNET,DISCOVERY INTERNET
102.213.135.138,N/A,South Africa,Krugersdorp,-26.0977,27.768,AS328961 NET99,NET99
91.222.66.97,N/A,Ukraine,Novoiavorivsk,49.9251,23.5538,AS8870 Overseas Technologies LLC,Overseas Technologies LLC
8.243.73.162,N/A,Colombia,Bogotá,4.7445,-74.0615,AS3356 LEVEL3,LEVEL3
45.67.246.120,N/A,Honduras,Unknown,14.0828,-87.2041,AS273189 CA NETWORK S.A. DE C.V.,CA NETWORK S.A. DE C.V.
41.92.125.145,N/A,Morocco,Casablanca,33.5922,-7.6184,AS36925 ASMedi,ASMedi
38.190.4.27,27.7.190.38.in-addr.arp.isp-intercol.com,Colombia,Valledupar,10.4653,-73.2498,AS272930 INTERCOL WISP S.A.S.,INTERCOL WISP S.A.S.
31.148.10.84,31x148x10x84.teleseti.net,Russia,Tyumen,57.1533,65.5418,AS49551 Teleseti Ltd,Teleseti Ltd
27.125.246.4,N/A,Malaysia,Puchong Batu Dua Belas,3.0732,101.6219,AS38466 U Mobile Sdn Bhd,U Mobile Sdn Bhd
27.125.245.166,N/A,Malaysia,Puchong Batu Dua Belas,3.0732,101.6219,AS38466 U Mobile Sdn Bhd,U Mobile Sdn Bhd
212.47.133.58,N/A,Azerbaijan,Baku,40.3771,49.8875,AS8814 Aztelekom LLC,Aztelekom LLC
212.125.15.2,2.15.125.212.dsl.dynamic.turk.net,Türkiye,Izmir,38.414,27.1412,Unknown,Unknown
212.102.51.102,unn-212-102-51-102.cdn77.com,Japan,Tokyo,35.6893,139.6899,AS212238 Datacamp Limited,Datacamp Limited
200.80.142.163,200-80-142-163.static.telmex.net.ar,Argentina,Unknown,-34.6022,-58.3845,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
193.194.126.239,host193194126239.net-city.net,Ukraine,Zhytomyr,50.262,28.6722,AS50633 Net-city 2020 LLC,Net-city 2020 LLC
190.97.228.79,N/A,Venezuela,Caracas,10.4873,-66.8738,AS263703 VIGINET C.A,VIGINET C.A
187.249.45.126,187-249-45-126.internetmax.maxcom.net.mx,Mexico,Villa de Zaachila,16.9632,-96.7559,AS32098 TRANSTELCO-INC,TRANSTELCO-INC
186.158.220.171,host171.186-158-220.telmex.net.ar,Argentina,Berazategui,-34.7313,-58.2549,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
182.181.168.51,N/A,Pakistan,Lahore,31.5826,74.3276,AS17557 Pakistan Telecommunication Company Limited,Pakistan Telecommunication Company Limited
181.199.62.80,host-181-199-62-80.ecua.net.ec,Ecuador,Guayaquil,-2.2038,-79.8819,AS27947 Telconet S.A,Telconet S.A
178.130.142.78,N/A,Russia,Novosibirsk,55.0386,82.9425,AS202498 T-MOB LLC,T-MOB LLC
175.100.83.206,dynamic-ip-adsl.metfone.com.kh,Cambodia,Phnom Penh,11.5583,104.9121,AS38623 ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.
131.0.196.79,SCZ-131-0-196-00079.tigo.bo,Bolivia,La Paz,-16.5002,-68.1493,AS27882 Telefonica Celular de Bolivia S.A.,Telefonica Celular de Bolivia S.A.
129.227.118.186,N/A,Philippines,Manila,14.5971,120.9798,AS21859 ZEN-ECN,ZEN-ECN
45.238.202.144,144-202-238-45.rev.provedorsuperconnect.com.br,Brazil,Lagarto,-10.8988,-37.6821,AS268360 TB TELECOM LTDA,TB TELECOM LTDA
45.229.200.143,45.229.200.143.zuttel.net.br,Brazil,Jaraguá do Sul,-26.4263,-49.1467,AS268829 ZUTTEL FIBRA LTDA,ZUTTEL FIBRA LTDA
45.186.105.185,N/A,Guatemala,Unknown,15.4974,-90.2525,AS265684 INFINITUM S.A.,INFINITUM S.A.
37.19.221.238,unn-37-19-221-238.datapacket.com,United States,Houston,29.7539,-95.359,AS212238 Datacamp Limited,Datacamp Limited
27.61.160.12,N/A,India,Ahmedabad,23.0276,72.5871,AS45609 Bharti Airtel Ltd. AS for GPRS Service,Bharti Airtel Ltd. AS for GPRS Service
27.125.247.75,N/A,Malaysia,Puchong Batu Dua Belas,3.0732,101.6219,AS38466 U Mobile Sdn Bhd,U Mobile Sdn Bhd
27.125.247.169,N/A,Malaysia,Puchong Batu Dua Belas,3.0732,101.6219,AS38466 U Mobile Sdn Bhd,U Mobile Sdn Bhd
187.190.224.112,fixed-187-190-224-112.totalplay.net,Mexico,Torreón,25.5367,-103.3765,AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV,TOTAL PLAY TELECOMUNICACIONES SA DE CV
181.199.42.191,host-181-199-42-191.ecua.net.ec,Ecuador,Guayaquil,-2.2038,-79.8819,AS27947 Telconet S.A,Telconet S.A
180.191.124.110,N/A,Philippines,Cagayan de Oro,8.4817,124.6467,AS4775 Globe Telecoms,Globe Telecoms
170.84.128.48,red170-84-128-48.tl.cetl.com.ar,Argentina,Trenque Lauquen,-36.1493,-62.9847,AS28073 Cooperativa Electrica Trenque Lauquen,Cooperativa Electrica Trenque Lauquen
165.165.120.238,east-165-120-238.cgnat.osnet.co.za,South Africa,Johannesburg,-26.2309,28.0583,AS5713 SAIX-NET,SAIX-NET
161.49.82.250,161.49.82.250.convergeict.com,Philippines,Pasig,14.5688,121.0827,AS17639 Converge ICT Solutions Inc.,Converge ICT Solutions Inc.
154.88.128.165,N/A,Dominican Republic,Santiago de los Caballeros,19.451,-70.6894,"AS64126 DOMINICAN CABLE GROUP DCG, S.R.L.","DOMINICAN CABLE GROUP DCG, S.R.L."
109.175.108.188,N/A,Bosnia and Herzegovina,Bihać,44.8181,15.872,AS9146 BH Telecom d.d. Sarajevo,BH Telecom d.d. Sarajevo
103.204.210.61,61.210.204.103-level3carrier.net,Bangladesh,Dhaka,23.7278,90.4135,AS58682 Level3 Carrier Ltd.,Level3 Carrier Ltd.
103.150.235.9,N/A,Bangladesh,Unknown,23.7018,90.3742,AS140606 Quad Technology and Infotech Limited,Quad Technology and Infotech Limited
103.141.71.46,N/A,Bangladesh,Unknown,23.7018,90.3742,AS139326 Digital One Broadband Internet Service,Digital One Broadband Internet Service
103.124.237.218,N/A,Bangladesh,Unknown,23.7018,90.3742,AS134781 HI-SPEED BROADBAND NETWORK,HI-SPEED BROADBAND NETWORK
103.122.90.172,N/A,Bangladesh,Unknown,23.7018,90.3742,AS136009 SpeedNet,SpeedNet
102.135.169.95,N/A,Kenya,Nairobi,-1.2841,36.8155,AS328331 POA-INTERNET-AS,POA-INTERNET-AS
91.237.40.37,N/A,Ukraine,Izmail,45.3481,28.8321,AS57962 LLC Ug telekom grup,LLC Ug telekom grup
45.230.206.14,N/A,Argentina,Resistencia,-27.4512,-58.9865,AS266743 GEO S.A.,GEO S.A.
45.191.31.209,45-191-31-209.nazaseg.net.br,Brazil,Itaguaí,-22.8491,-43.7781,AS269668 NAZASEG TELECOM,NAZASEG TELECOM
45.169.39.163,N/A,Colombia,Unknown,4.5981,-74.0799,AS262191 LIBERTY NETWORKS DE COLOMBIA S.A.S,LIBERTY NETWORKS DE COLOMBIA S.A.S
38.210.42.153,N/A,Argentina,Belén de Escobar,-34.3459,-58.8229,AS12150 COTELCAM,COTELCAM
36.65.121.24,N/A,Indonesia,Surakarta,-7.5533,110.831,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
27.125.246.141,N/A,Malaysia,Puchong Batu Dua Belas,3.0732,101.6219,AS38466 U Mobile Sdn Bhd,U Mobile Sdn Bhd
27.123.253.84,27-123-253-84-mcnbd.com,Bangladesh,Mymensingh,24.7189,90.6462,AS134113 Kazi Sazzad Hossain TA Millennium Computers & Networking,Kazi Sazzad Hossain TA Millennium Computers & Networking
204.157.149.11,N/A,Brazil,Belo Horizonte,-22.4903,-47.8343,AS174 COGENT-174,COGENT-174
201.243.4.58,201-243-4-58.bto-08-p67.cantv.net,Venezuela,Unknown,8.0,-66.0,"AS8048 CANTV Servicios, Venezuela","CANTV Servicios, Venezuela"
193.160.227.235,N/A,Ukraine,Izmail,45.3481,28.8321,AS51273 FOP Lizanchuk Yaroslav M.,FOP Lizanchuk Yaroslav M.
191.243.11.12,customer-191-243-11-12.maisinternet.net.br,Brazil,Palhoça,-27.6457,-48.6642,AS61900 Mais Internet LTDA EPP,Mais Internet LTDA EPP
190.97.228.71,N/A,Venezuela,Caracas,10.4873,-66.8738,AS263703 VIGINET C.A,VIGINET C.A
190.97.228.66,N/A,Venezuela,Caracas,10.4873,-66.8738,AS263703 VIGINET C.A,VIGINET C.A
188.120.38.177,188.120.38.177.ip.goknet.com.tr,Türkiye,Ankara,39.9207,32.854,AS201411 GOKNET iletisim A.S.,GOKNET iletisim A.S.
187.190.26.42,fixed-187-190-26-42.totalplay.net,Mexico,Benito Juarez,19.3591,-99.1643,AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV,TOTAL PLAY TELECOMUNICACIONES SA DE CV
186.33.51.206,206-51-33-186.ufinet.com.co,Colombia,Bogotá,4.6983,-74.0972,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.
186.157.166.2,host2.186-157-166.telmex.net.ar,Argentina,Unknown,-34.6022,-58.3845,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
186.12.171.164,host164.186-12-171.telmex.net.ar,Argentina,Berazategui,-34.7313,-58.2549,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
181.63.26.24,dynamic-ip-181632624.cable.net.co,Colombia,Barranquilla,10.9711,-74.7837,AS10620 Telmex Colombia S.A.,Telmex Colombia S.A.
181.174.134.147,host-134-147.adc.net.ar,Argentina,Parera,-35.1368,-64.5344,AS52308 AGUAS DEL COLORADO SAPEM,AGUAS DEL COLORADO SAPEM
165.16.183.193,N/A,South Africa,Johannesburg,-26.2309,28.0583,AS37049 South African Digital Villages,South African Digital Villages
165.16.182.193,N/A,South Africa,Johannesburg,-26.2309,28.0583,AS37049 South African Digital Villages,South African Digital Villages
131.222.251.36,N/A,United States,Unknown,37.751,-97.822,Unknown,Unknown
123.21.147.22,N/A,Vietnam,Ho Chi Minh City,10.822,106.6257,AS45899 VNPT Corp,VNPT Corp
122.152.53.139,N/A,Bangladesh,Unknown,23.7018,90.3742,AS38562 Innovative Online Limited,Innovative Online Limited
119.94.32.23,119.94.32.23.static.pldt.net,Philippines,Manila,14.6019,120.9896,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
103.180.54.24,N/A,Bangladesh,Unknown,23.7018,90.3742,AS139611 Bharari.net,Bharari.net
45.227.73.127,N/A,Brazil,Coelho Neto,-4.1846,-43.1446,AS267031 DUNAS TELECOM,DUNAS TELECOM
45.224.99.77,77-99-224-45.ufinetlatam.net.ec,Ecuador,Portoviejo,-1.0541,-80.4486,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.
45.224.189.246,host-246-189-224-45-bmsolucionessrl.net.ar,Argentina,Paraná,-31.7279,-60.5293,AS265862 BM SOLUCIONES S.R.L.,BM SOLUCIONES S.R.L.
197.214.239.130,130-239-214-197.r.airtel.cg,Congo Republic,Unknown,-1.0,15.5,AS37550 airtelcg,airtelcg
191.85.23.107,N/A,Argentina,Claypole,-34.8,-58.3333,AS22927 Telefonica de Argentina,Telefonica de Argentina
190.201.192.66,190-201-192-66-chc-01-p67.cantv.net,Venezuela,Unknown,8.0,-66.0,"AS8048 CANTV Servicios, Venezuela","CANTV Servicios, Venezuela"
190.12.125.235,static235.125.12.190.cps.com.ar,Argentina,Unknown,-36.0,-59.9964,AS11014 CPS,CPS
186.33.23.233,233-23-33-186.ufinet.com.hn,Honduras,San Pedro Sula,15.4967,-88.0338,AS18747 IFX18747,IFX18747
185.57.239.249,null,Russia,Rybinsk,58.0449,38.8359,AS201952 LTD AtelRybinsk,LTD AtelRybinsk
180.149.232.147,N/A,Bangladesh,Dhaka,23.7278,90.4135,AS131464 Digi Jadoo Broadband Ltd,Digi Jadoo Broadband Ltd
179.1.253.18,N/A,Colombia,Neiva,2.9208,-75.283,AS18678 INTERNEXA S.A. E.S.P,INTERNEXA S.A. E.S.P
177.193.213.127,b1c1d57f.virtua.com.br,Brazil,Ilhéus,-14.8009,-39.0375,AS28573 Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda
165.165.117.140,north-165-117-140.cgnat.osnet.co.za,South Africa,Johannesburg,-26.2309,28.0583,AS5713 SAIX-NET,SAIX-NET
124.106.158.88,N/A,Philippines,Makati City,14.5562,121.0298,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
103.155.118.132,103.155.118.132.race.net.bd,Bangladesh,Unknown,23.7018,90.3742,AS63969 Race Online Limited,Race Online Limited
103.153.170.194,N/A,Bangladesh,Unknown,23.7018,90.3742,AS137526 Plusnet Inc,Plusnet Inc
103.102.139.0,N/A,Bangladesh,Unknown,23.7018,90.3742,AS137029 Chittagong multi channel limited,Chittagong multi channel limited
102.66.152.43,N/A,South Africa,Kroonstad,-27.6485,27.2312,AS328471 Hero-Telecoms,Hero-Telecoms
95.158.49.33,95.158.49.33.bestsolution.net.ua,Ukraine,Kyiv,50.458,30.5303,AS35362 Limited Liability Company best Solutions,Limited Liability Company best Solutions
88.201.8.152,N/A,Bahrain,Manama,26.2235,50.5813,AS5416 Beyon B.s.c.,Beyon B.s.c.
41.23.165.101,vc-41-23-165-101.umts.vodacom.co.za,South Africa,Durban,-29.8553,31.0428,AS36994 Vodacom-VB,Vodacom-VB
27.125.249.218,N/A,Malaysia,Puchong Batu Dua Belas,3.0732,101.6219,AS38466 U Mobile Sdn Bhd,U Mobile Sdn Bhd
213.230.80.170,170.64.uzpak.uz,Uzbekistan,Tashkent,41.2615,69.2177,AS8193 Uzbektelekom Joint Stock Company,Uzbektelekom Joint Stock Company
203.34.125.58,N/A,Indonesia,Unknown,-6.175,106.8286,Unknown,Unknown
202.165.95.82,N/A,Myanmar,Yangon,16.7964,96.1667,"AS136255 Telecom International Myanmar Co., Ltd","Telecom International Myanmar Co., Ltd"
201.204.168.8,N/A,Costa Rica,Cartago,9.8472,-83.9409,AS11830 Instituto Costarricense de Electricidad y Telecom.,Instituto Costarricense de Electricidad y Telecom.
200.8.187.202,N/A,Venezuela,Barinas,8.6206,-70.231,AS21826 Corporacion Telemic C.A.,Corporacion Telemic C.A.
190.97.228.73,N/A,Venezuela,Caracas,10.4873,-66.8738,AS263703 VIGINET C.A,VIGINET C.A
186.14.52.19,N/A,Venezuela,Barquisimeto,10.0664,-69.3586,AS21826 Corporacion Telemic C.A.,Corporacion Telemic C.A.
186.14.157.80,N/A,Venezuela,Valera,9.3148,-70.6081,AS21826 Corporacion Telemic C.A.,Corporacion Telemic C.A.
185.158.20.8,N/A,Iraq,Karbala,32.6211,44.0281,"AS210022 Trade Link Logistics General Trading & Contracting Company W.L.L., L.L.C.","Trade Link Logistics General Trading & Contracting Company W.L.L., L.L.C."
185.109.23.46,N/A,Russia,Unknown,55.7576,37.8674,AS203549 Uruzov Eduard Vladimirovich,Uruzov Eduard Vladimirovich
177.67.144.212,N/A,Brazil,Barreiros,-8.8105,-35.2408,AS262521 pgf telecomunicacoes ltda,pgf telecomunicacoes ltda
123.24.145.229,N/A,Vietnam,Hanoi,21.0184,105.8461,AS45899 VNPT Corp,VNPT Corp
116.50.151.124,124.151.50.116.ids.service.static.eastern-tele.com,Philippines,Makati City,14.5562,121.0298,"AS9658 Eastern Telecoms Phils., Inc.","Eastern Telecoms Phils., Inc."
112.198.138.40,N/A,Philippines,General Trias,14.4309,120.9025,AS132199 Globe Telecom Inc.,Globe Telecom Inc.
110.137.81.197,N/A,Indonesia,Bengkulu,-3.8074,102.2569,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
103.122.90.168,N/A,Bangladesh,Unknown,23.7018,90.3742,AS136009 SpeedNet,SpeedNet
103.102.139.1,N/A,Bangladesh,Unknown,23.7018,90.3742,AS137029 Chittagong multi channel limited,Chittagong multi channel limited
102.254.39.24,N/A,South Africa,Johannesburg,-26.2309,28.0583,AS37457 Telkom-Internet,Telkom-Internet
94.59.20.25,bba-94-59-20-25.alshamil.net.ae,United Arab Emirates,Abu Dhabi,24.4542,54.406,AS5384 Emirates Telecommunications Group Company (etisalat Group) Pjsc,Emirates Telecommunications Group Company (etisalat Group) Pjsc
91.228.182.152,N/A,Russia,Kemerovo,55.3299,86.0765,AS24811 Joint Stock Company Kuzbassenergosviaz,Joint Stock Company Kuzbassenergosviaz
89.238.156.243,client.strong-oh4.reliablehosting.com,Canada,Montreal,45.4994,-73.5703,AS9009 M247 Europe SRL,M247 Europe SRL
45.7.67.72,dinamyc-45-7-67-72.maysnet.mx,Mexico,Huamantla,19.3613,-97.874,AS270143 MAYSNET SA DE CV,MAYSNET SA DE CV
45.5.117.182,N/A,Guatemala,Unknown,15.4974,-90.2525,AS265684 INFINITUM S.A.,INFINITUM S.A.
45.238.43.199,ip-.199.43.238.45-dconnect.com.br,Brazil,Embu das Artes,-23.6461,-46.8567,AS268311 Dconnect Telecom,Dconnect Telecom
217.69.176.207,N/A,Kuwait,Unknown,29.3374,47.6674,AS29357 National Mobile Telecommunications Company K.s.c.p.,National Mobile Telecommunications Company K.s.c.p.
186.81.59.78,static-ip-186815978.cable.net.co,Colombia,Bogotá,4.6351,-74.0704,AS10620 Telmex Colombia S.A.,Telmex Colombia S.A.
178.207.92.84,N/A,Russia,Kazan',55.785,49.1178,AS28840 Pjsc tattelecom,Pjsc tattelecom
160.187.221.7,N/A,Philippines,Kidapawan,7.0108,125.0832,AS153359 Imtech Solution and Data Providers,Imtech Solution and Data Providers
154.41.185.249,N/A,Venezuela,Unknown,10.0,-72.1667,AS174 COGENT-174,COGENT-174
129.227.118.177,N/A,Philippines,Manila,14.5971,120.9798,AS21859 ZEN-ECN,ZEN-ECN
112.201.188.203,112.201.188.203.pldt.net,Philippines,Pasig,14.5946,121.0664,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
112.201.182.231,112.201.182.231.pldt.net,Philippines,Pasig,14.5946,121.0664,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
108.243.71.251,108-243-71-251.lightspeed.gnbonc.sbcglobal.net,United States,Greensboro,36.0617,-79.8239,AS7018 ATT-INTERNET4,ATT-INTERNET4
106.222.41.177,N/A,India,Kosamba,21.4642,72.9571,AS45609 Bharti Airtel Ltd. AS for GPRS Service,Bharti Airtel Ltd. AS for GPRS Service
103.26.246.23,103.26.246.23.summitiig.net,Bangladesh,Unknown,23.7018,90.3742,AS58717 Summit Communications Ltd,Summit Communications Ltd
103.216.58.37,N/A,Bangladesh,Unknown,23.7018,90.3742,AS45766 Triangle Services Limited.,Triangle Services Limited.
103.100.234.28,N/A,Bangladesh,Dhaka,23.7655,90.3878,AS150748 Gmax,Gmax
102.67.250.100,N/A,Ivory Coast,Abidjan,5.3536,-4.0012,AS36924 GVA-Canalbox,GVA-Canalbox
102.67.222.196,N/A,Ivory Coast,Abidjan,5.3536,-4.0012,AS36924 GVA-Canalbox,GVA-Canalbox
102.219.170.64,N/A,South Africa,Cape Town,-33.9258,18.4259,AS328480 TooMuchWifi,TooMuchWifi
102.217.234.195,N/A,South Africa,Durban,-29.8553,31.0428,AS327754 RMS-Powertronics,RMS-Powertronics
102.203.41.43,N/A,Unknown,Unknown,0.0,0.0,Unknown,Unknown
102.182.46.194,102-182-46-194-o4shr.ip.afrihost.joburg,South Africa,Johannesburg,-26.2309,28.0583,AS37611 AFRIHOST-SP,AFRIHOST-SP
102.100.173.33,N/A,Morocco,Salé,34.0531,-6.7985,AS36925 ASMedi,ASMedi
91.237.40.45,N/A,Ukraine,Izmail,45.3481,28.8321,AS57962 LLC Ug telekom grup,LLC Ug telekom grup
86.198.178.56,amarseille-656-1-61-56.w86-198.abo.wanadoo.fr,France,Port-de-Bouc,43.4067,4.9753,AS3215 Orange,Orange
72.255.38.50,N/A,Pakistan,Lahore,31.5826,74.3276,AS9541 Cyber Internet Services Pvt Ltd.,Cyber Internet Services Pvt Ltd.
67.253.21.27,syn-067-253-021-027.res.spectrum.com,United States,Camden,44.2071,-69.0571,AS11351 TWC-11351-NORTHEAST,TWC-11351-NORTHEAST
45.7.67.75,dinamyc-45-7-67-75.maysnet.mx,Mexico,Huamantla,19.3613,-97.874,AS270143 MAYSNET SA DE CV,MAYSNET SA DE CV
38.51.210.211,211.210.51.38.in-addr.arpa,Venezuela,Maracaibo,10.6423,-71.6109,AS269730 TECNOVEN SERVICES CA,TECNOVEN SERVICES CA
37.28.74.87,dynamic.isp.ooredoo.om,Oman,Seeb,23.6673,58.1912,AS50010 Omani Qatari Telecommunication Company SAOC,Omani Qatari Telecommunication Company SAOC
36.65.122.160,N/A,Indonesia,Surakarta,-7.5533,110.831,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
222.127.73.157,N/A,Philippines,Lahug,10.3099,123.893,AS132199 Globe Telecom Inc.,Globe Telecom Inc.
212.58.102.101,N/A,Georgia,Tbilisi,41.6959,44.832,AS16010 Magticom Ltd.,Magticom Ltd.
201.167.133.14,201.167.133.14-clientes-zap-izzi.mx,Mexico,Tapachula,15.0167,-92.2198,"AS16960 Television Internacional, S.A. de C.V.","Television Internacional, S.A. de C.V."
200.113.41.181,200-113-41-181.static.tie.cl,Chile,Villa Alegre,-35.6421,-72.1591,AS7418 TELEFONICA CHILE S.A.,TELEFONICA CHILE S.A.
194.165.46.38,N/A,Ukraine,Unknown,50.4522,30.5287,AS39222 PP Kabel-Plus,PP Kabel-Plus
191.104.59.79,N/A,Colombia,Villavicencio,4.1409,-73.626,AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP BIC,COLOMBIA TELECOMUNICACIONES S.A. ESP BIC
190.97.228.67,N/A,Venezuela,Caracas,10.4873,-66.8738,AS263703 VIGINET C.A,VIGINET C.A
190.60.60.10,10-60-60-190.ufinet.com.co,Colombia,Barranquilla,10.9711,-74.7837,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.
190.244.219.203,203-219-244-190.fibertel.com.ar,Argentina,Jesús María,-30.978,-64.1047,AS7303 Telecom Argentina S.A.,Telecom Argentina S.A.
165.73.182.227,N/A,South Africa,Barberton,-25.7862,31.0506,Unknown,Unknown
165.73.182.167,N/A,South Africa,Barberton,-25.7862,31.0506,Unknown,Unknown
157.66.192.165,N/A,Indonesia,Unknown,-6.175,106.8286,AS152770 PT Indotech Digitama Superlink,PT Indotech Digitama Superlink
112.202.42.59,112.202.42.59.pldt.net,Philippines,Tarlac City,15.4805,120.6002,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
112.201.186.118,112.201.186.118.pldt.net,Philippines,Pasig,14.5946,121.0664,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
105.68.152.114,N/A,Morocco,Rabat,34.0072,-6.8407,AS36884 MAROCCONNECT,MAROCCONNECT
103.167.66.123,103-167-66-123.static.dsnetworks.net,Philippines,Rodriguez,14.6376,121.1165,AS142271 EWS DS Networks Inc,EWS DS Networks Inc
103.166.59.103,N/A,Bangladesh,Unknown,23.7018,90.3742,AS137213 Romance Cable Network,Romance Cable Network
5.0.138.11,N/A,Syria,Damascus,33.5194,36.2888,AS29256 Syrian Telecommunication Private Closed Joint Stock Company,Syrian Telecommunication Private Closed Joint Stock Company
45.41.104.184,N/A,Myanmar,Yangon,16.7964,96.1667,AS9988 Myanma Posts and Telecommunications,Myanma Posts and Telecommunications
38.51.60.212,212.60.51.38.static.telecablecentral.com.do,Dominican Republic,Concepción de la Vega,19.2203,-70.531,AS266730 CENTRAL SOLUTIONS TECHNOLOGY S.R.L.,CENTRAL SOLUTIONS TECHNOLOGY S.R.L.
38.20.15.50,N/A,Venezuela,San Carlos,9.6657,-68.5952,AS273893 COSAN TELECOM C.A.,COSAN TELECOM C.A.
38.158.123.216,N/A,Argentina,Rosario,-32.954,-60.6634,AS265856 Miguel ArayaServicios Rosario,Miguel ArayaServicios Rosario
36.65.127.225,N/A,Indonesia,Surakarta,-7.5533,110.831,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
36.65.121.94,N/A,Indonesia,Surakarta,-7.5533,110.831,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
27.125.249.193,N/A,Malaysia,Puchong Batu Dua Belas,3.0732,101.6219,AS38466 U Mobile Sdn Bhd,U Mobile Sdn Bhd
217.142.31.235,customer.sfiabgr1.isp.starlink.com,Hungary,Budapest,47.5,19.0412,Unknown,Unknown
217.138.213.54,N/A,Canada,Montreal,45.4994,-73.5703,AS9009 M247 Europe SRL,M247 Europe SRL
191.183.39.46,bfb7272e.virtua.com.br,Brazil,Osasco,-23.5215,-46.7873,AS28573 Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda
190.97.228.68,N/A,Venezuela,Caracas,10.4873,-66.8738,AS263703 VIGINET C.A,VIGINET C.A
